gameid,split,playoffs,date,game,playerid,side,position,player,team,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,totalgold,earnedgold,earned gpm,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,1,Blue,top,369,Top Esports,Jax,2241,0,0,7,5,16,27,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.4284,1.1513,,,,,,,,,,,,,,,,,,,12954.0,346.8273,852.1285,684.4444,17.0,0.4552,6.0,0.1606,4.0,14213,9366.0,250.7631,12433.0,306.0,267.0,39.0,19.0,5.0,8.1928,3315.0,4743.0,77.0,3254.0,4527.0,66.0,61.0,216.0,11.0,0.0,2.0,1.0,1.0,0.0,1.0,5642.0,7462.0,124.0,5237.0,7857.0,107.0,405.0,-395.0,17.0,0.0,3.0,2.0,2.0,2.0,2.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,2,Blue,jng,Karsa,Top Esports,Hecarim,2241,0,5,6,6,16,27,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4284,1.1513,,,,,,,,,,,,,,,,,,,14604.0,391.004,1208.3534,916.3588,13.0,0.3481,13.0,0.3481,10.0,13537,8690.0,232.664,12833.0,219.0,35.0,184.0,112.0,1.0,5.8635,4194.0,4584.0,75.0,3401.0,3832.0,71.0,793.0,752.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,6241.0,6680.0,103.0,5119.0,6052.0,101.0,1122.0,628.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,3,Blue,mid,knight,Top Esports,Orianna,2241,0,8,4,4,16,27,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4284,1.1513,,,,,,,,,,,,,,,,,,,30516.0,817.0281,462.6506,415.4485,10.0,0.2677,15.0,0.4016,5.0,16077,11230.0,300.6693,15275.0,316.0,281.0,35.0,33.0,1.0,8.4605,3367.0,4800.0,97.0,3152.0,4746.0,80.0,215.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5979.0,7847.0,152.0,5105.0,8181.0,144.0,874.0,-334.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,4,Blue,bot,JackeyLove,Top Esports,Samira,2241,0,2,4,4,16,27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4284,1.1513,,,,,,,,,,,,,,,,,,,20218.0,541.3119,688.2195,333.7617,13.0,0.3481,11.0,0.2945,5.0,16900,12053.0,322.7041,16095.0,348.0,320.0,28.0,17.0,8.0,9.3173,3767.0,3209.0,98.0,3353.0,3635.0,91.0,414.0,-426.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6283.0,6268.0,159.0,6228.0,6349.0,143.0,55.0,-81.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,5,Blue,sup,Zhuo,Top Esports,Alistar,2241,0,1,6,8,16,27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4284,1.1513,,,,,,,,,,,,,,,,,,,6224.0,166.6399,579.0629,751.6466,68.0,1.8206,28.0,0.7497,18.0,8965,4118.0,110.2544,8900.0,54.0,54.0,0.0,0.0,0.0,1.4458,2109.0,2684.0,14.0,2090.0,2116.0,13.0,19.0,568.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3210.0,3901.0,22.0,3521.0,4139.0,21.0,-311.0,-238.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,6,Red,top,Bin,Suning,Camille,2241,1,11,3,12,27,17,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.7229,1.1513,,,,,,,,,,,,,,,,,,,25712.0,688.407,973.8688,1032.1285,14.0,0.3748,11.0,0.2945,9.0,17428,12581.0,336.8407,17358.0,270.0,252.0,18.0,8.0,0.0,7.2289,3254.0,4527.0,66.0,3315.0,4743.0,77.0,-61.0,-216.0,-11.0,1.0,0.0,1.0,0.0,2.0,1.0,5237.0,7857.0,107.0,5642.0,7462.0,124.0,-405.0,395.0,-17.0,2.0,2.0,2.0,0.0,3.0,2.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,7,Red,jng,SofM,Suning,Lillia,2241,1,2,8,14,27,17,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.7229,1.1513,,,,,,,,,,,,,,,,,,,13548.0,362.7309,918.2865,498.1526,43.0,1.1513,15.0,0.4016,15.0,11654,6807.0,182.249,10725.0,188.0,55.0,133.0,106.0,0.0,5.0335,3401.0,3832.0,71.0,4194.0,4584.0,75.0,-793.0,-752.0,-4.0,0.0,1.0,1.0,2.0,0.0,0.0,5119.0,6052.0,101.0,6241.0,6680.0,103.0,-1122.0,-628.0,-2.0,1.0,2.0,3.0,3.0,2.0,2.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,8,Red,mid,Angel,Suning,Viktor,2241,1,4,2,13,27,17,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.7229,1.1513,,,,,,,,,,,,,,,,,,,28284.0,757.2691,370.6292,418.581,17.0,0.4552,6.0,0.1606,5.0,15091,10244.0,274.2704,13725.0,332.0,287.0,45.0,45.0,0.0,8.8889,3152.0,4746.0,80.0,3367.0,4800.0,97.0,-215.0,-54.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.0,8181.0,144.0,5979.0,7847.0,152.0,-874.0,334.0,-8.0,0.0,1.0,0.0,2.0,0.0,1.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,9,Red,bot,huanfeng,Suning,Kai'Sa,2241,1,10,0,10,27,17,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.7229,1.1513,,,,,,,,,,,,,,,,,,,18137.0,485.5957,503.0254,337.3226,17.0,0.4552,11.0,0.2945,4.0,18299,13452.0,360.1606,17000.0,365.0,309.0,56.0,36.0,10.0,9.7724,3353.0,3635.0,91.0,3767.0,3209.0,98.0,-414.0,426.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,6228.0,6349.0,143.0,6283.0,6268.0,159.0,-55.0,81.0,-16.0,3.0,0.0,0.0,0.0,0.0,0.0
6909-9184-2-2,Spring,0,2021-01-09 10:16:20,2,10,Red,sup,ON,Suning,Maokai,2241,1,0,4,10,27,17,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.7229,1.1513,,,,,,,,,,,,,,,,,,,11823.0,316.5462,426.8273,235.6359,64.0,1.7135,12.0,0.3213,16.0,7797,2950.0,78.9826,7750.0,36.0,36.0,0.0,0.0,0.0,0.9639,2090.0,2116.0,13.0,2109.0,2684.0,14.0,-19.0,-568.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3521.0,4139.0,21.0,3210.0,3901.0,22.0,311.0,238.0,-1.0,0.0,4.0,0.0,0.0,1.0,1.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,1,Blue,top,New,Oh My God,Camille,1887,0,0,3,1,4,15,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.1272,0.6041,,,,,,,,,,,,,,,,,,,8434.0,268.1717,737.8696,530.8108,13.0,0.4134,8.0,0.2544,4.0,11183,7058.0,224.4197,11350.0,278.0,263.0,15.0,10.0,0.0,8.8394,3194.0,4272.0,75.0,3080.0,4462.0,78.0,114.0,-190.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,5105.0,7078.0,127.0,4840.0,7140.0,130.0,265.0,-62.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,2,Blue,jng,Aki,Oh My God,Kindred,1887,0,1,2,2,4,15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1272,0.6041,,,,,,,,,,,,,,,,,,,8951.0,284.6105,758.6963,365.9777,8.0,0.2544,12.0,0.3816,8.0,9329,5204.0,165.469,8525.0,186.0,15.0,171.0,125.0,7.0,5.9141,3279.0,3368.0,61.0,3574.0,3832.0,69.0,-295.0,-464.0,-8.0,1.0,0.0,0.0,1.0,1.0,0.0,4879.0,5629.0,102.0,5451.0,6477.0,108.0,-572.0,-848.0,-6.0,1.0,0.0,0.0,2.0,1.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,3,Blue,mid,Wuming,Oh My God,Twisted Fate,1887,0,2,6,1,4,15,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.1272,0.6041,,,,,,,,,,,,,,,,,,,6073.0,193.1002,561.1129,320.1908,12.0,0.3816,5.0,0.159,3.0,11516,7391.0,235.0079,11525.0,243.0,231.0,12.0,12.0,0.0,7.7266,3863.0,4571.0,82.0,3404.0,4589.0,79.0,459.0,-18.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,5687.0,6871.0,129.0,5766.0,7737.0,139.0,-79.0,-866.0,-10.0,1.0,0.0,2.0,0.0,3.0,1.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,4,Blue,bot,Eric,Oh My God,Jhin,1887,0,1,1,2,4,15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1272,0.6041,,,,,,,,,,,,,,,,,,,9017.0,286.7091,312.496,178.0604,26.0,0.8267,12.0,0.3816,4.0,12685,8560.0,272.1781,12125.0,312.0,292.0,20.0,16.0,0.0,9.9205,3320.0,3250.0,87.0,3366.0,3182.0,92.0,-46.0,68.0,-5.0,0.0,1.0,0.0,0.0,1.0,0.0,5219.0,5773.0,143.0,5068.0,5279.0,141.0,151.0,494.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,5,Blue,sup,COLD,Oh My God,Galio,1887,0,0,3,3,4,15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1272,0.6041,,,,,,,,,,,,,,,,,,,4876.0,155.0397,407.7583,517.7424,45.0,1.4308,10.0,0.318,13.0,6432,2307.0,73.3545,6225.0,47.0,47.0,0.0,0.0,0.0,1.4944,2186.0,2944.0,17.0,2388.0,2647.0,15.0,-202.0,297.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3241.0,3933.0,26.0,3463.0,3869.0,25.0,-222.0,64.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,6,Red,top,Flandre,EDward Gaming,Gragas,1887,1,1,1,5,15,4,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.4769,0.6041,,,,,,,,,,,,,,,,,,,8457.0,268.903,445.151,371.4149,6.0,0.1908,9.0,0.2862,2.0,12196,8071.0,256.6296,10835.0,270.0,254.0,16.0,12.0,0.0,8.5851,3080.0,4462.0,78.0,3194.0,4272.0,75.0,-114.0,190.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4840.0,7140.0,130.0,5105.0,7078.0,127.0,-265.0,62.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,7,Red,jng,Jiejie,EDward Gaming,Olaf,1887,1,4,1,9,15,4,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4769,0.6041,,,,,,,,,,,,,,,,,,,11357.0,361.1129,963.0525,786.5183,10.0,0.318,20.0,0.6359,9.0,11794,7669.0,243.8474,9675.0,198.0,38.0,160.0,103.0,6.0,6.2957,3574.0,3832.0,69.0,3279.0,3368.0,61.0,295.0,464.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,5451.0,6477.0,108.0,4879.0,5629.0,102.0,572.0,848.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,8,Red,mid,Scout,EDward Gaming,Orianna,1887,1,3,1,7,15,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4769,0.6041,,,,,,,,,,,,,,,,,,,10151.0,322.7663,207.027,236.0572,14.0,0.4452,10.0,0.318,3.0,14590,10465.0,332.7504,12405.0,326.0,292.0,34.0,24.0,4.0,10.3657,3404.0,4589.0,79.0,3863.0,4571.0,82.0,-459.0,18.0,-3.0,0.0,2.0,1.0,1.0,0.0,1.0,5766.0,7737.0,139.0,5687.0,6871.0,129.0,79.0,866.0,10.0,0.0,3.0,1.0,1.0,0.0,2.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,9,Red,bot,Viper,EDward Gaming,Miss Fortune,1887,1,5,0,7,15,4,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4769,0.6041,,,,,,,,,,,,,,,,,,,21953.0,698.0286,183.911,321.1129,13.0,0.4134,15.0,0.4769,6.0,14281,10156.0,322.9253,11925.0,320.0,294.0,26.0,17.0,4.0,10.1749,3366.0,3182.0,92.0,3320.0,3250.0,87.0,46.0,-68.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,5068.0,5279.0,141.0,5219.0,5773.0,143.0,-151.0,-494.0,-2.0,0.0,1.0,0.0,0.0,1.0,0.0
6910-9189-1-1,Spring,0,2021-01-09 11:30:25,1,10,Red,sup,Meiko,EDward Gaming,Leona,1887,1,2,1,7,15,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4769,0.6041,,,,,,,,,,,,,,,,,,,2789.0,88.6804,229.0938,297.7107,50.0,1.5898,4.0,0.1272,14.0,7877,3752.0,119.3005,6350.0,32.0,32.0,0.0,0.0,0.0,1.0175,2388.0,2647.0,15.0,2186.0,2944.0,17.0,202.0,-297.0,-2.0,1.0,0.0,0.0,0.0,1.0,1.0,3463.0,3869.0,25.0,3241.0,3933.0,26.0,222.0,-64.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,1,Blue,top,Flandre,EDward Gaming,Volibear,2010,0,3,3,4,8,18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2388,0.7761,,,,,,,,,,,,,,,,,,,19167.0,572.1493,954.9552,1497.3731,9.0,0.2687,9.0,0.2687,6.0,12433,8057.0,240.5075,11300.0,265.0,253.0,12.0,3.0,0.0,7.9104,3571.0,4604.0,79.0,3088.0,4696.0,80.0,483.0,-92.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,5547.0,7914.0,130.0,4933.0,7526.0,132.0,614.0,388.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,2,Blue,jng,Jiejie,EDward Gaming,Hecarim,2010,0,1,3,3,8,18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2388,0.7761,,,,,,,,,,,,,,,,,,,6337.0,189.1642,961.4925,626.806,13.0,0.3881,12.0,0.3582,11.0,9851,5475.0,163.4328,9105.0,192.0,39.0,153.0,118.0,0.0,5.7313,3071.0,3365.0,58.0,3347.0,3643.0,66.0,-276.0,-278.0,-8.0,0.0,1.0,0.0,1.0,1.0,0.0,4705.0,6145.0,102.0,5251.0,5921.0,103.0,-546.0,224.0,-1.0,0.0,1.0,0.0,1.0,2.0,0.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,3,Blue,mid,Scout,EDward Gaming,Orianna,2010,0,2,4,5,8,18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2388,0.7761,,,,,,,,,,,,,,,,,,,19411.0,579.4328,400.0896,329.0149,14.0,0.4179,7.0,0.209,4.0,12847,8471.0,252.8657,12100.0,295.0,259.0,36.0,33.0,0.0,8.806,3305.0,4691.0,88.0,3533.0,4620.0,81.0,-228.0,71.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,5125.0,7445.0,144.0,5577.0,7682.0,136.0,-452.0,-237.0,8.0,0.0,1.0,1.0,2.0,1.0,0.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,4,Blue,bot,Viper,EDward Gaming,Samira,2010,0,1,4,3,8,18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2388,0.7761,,,,,,,,,,,,,,,,,,,7784.0,232.3582,527.9403,316.1194,14.0,0.4179,8.0,0.2388,6.0,12136,7760.0,231.6418,12205.0,306.0,290.0,16.0,16.0,0.0,9.1343,3102.0,2850.0,81.0,3813.0,3417.0,92.0,-711.0,-567.0,-11.0,0.0,0.0,1.0,0.0,3.0,0.0,4993.0,5063.0,135.0,6566.0,6181.0,156.0,-1573.0,-1118.0,-21.0,0.0,0.0,1.0,1.0,4.0,0.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,5,Blue,sup,Meiko,EDward Gaming,Maokai,2010,0,1,4,3,8,18,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.2388,0.7761,,,,,,,,,,,,,,,,,,,15738.0,469.791,353.2537,202.2985,37.0,1.1045,17.0,0.5075,12.0,6991,2615.0,78.0597,6625.0,50.0,50.0,0.0,0.0,0.0,1.4925,2037.0,2334.0,17.0,2608.0,2851.0,16.0,-571.0,-517.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3019.0,3410.0,24.0,4127.0,4128.0,25.0,-1108.0,-718.0,-1.0,0.0,0.0,3.0,1.0,4.0,0.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,6,Red,top,New,Oh My God,Renekton,2010,1,0,3,8,18,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5373,0.7761,,,,,,,,,,,,,,,,,,,17659.0,527.1343,1079.6716,846.806,10.0,0.2985,6.0,0.1791,4.0,12410,8034.0,239.8209,10560.0,282.0,268.0,14.0,7.0,0.0,8.4179,3088.0,4696.0,80.0,3571.0,4604.0,79.0,-483.0,92.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4933.0,7526.0,132.0,5547.0,7914.0,130.0,-614.0,-388.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
6910-9190-2-2,Spring,0,2021-01-09 12:23:44,2,7,Red,jng,Aki,Oh My God,Taliyah,2010,1,4,0,8,18,8,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5373,0.7761,,,,,,,,,,,,,,,,,,,11061.0,330.1791,649.7313,288.8955,8.0,0.2388,6.0,0.1791,7.0,12214,7838.0,233.9701,10875.0,220.0,36.0,184.0,126.0,16.0,6.5672,3347.0,3643.0,66.0,3071.0,3365.0,58.0,276.0,278.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,5251.0,5921.0,103.0,4705.0,6145.0,102.0,546.0,-224.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
